ward22cd,ward22nm,building_use,construction_age_band,wall_type,wall_insulation,roof_type,roof_insulation,glazing_type,built_form,property_type,total_floor_area,estimated_floor_count,number_habitable_rooms,epc_score,main_heat_type,main_fuel_type,energy_consumption,tenure,lookup_age_band,u_value_wall,u_value_roof,u_value_floor,u_value_glazing
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,142,6.0,5,72,boiler,mains gas,16896,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,69,7.0,4,61,boiler,mains gas,14653,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,68,8.0,4,62,boiler,mains gas,14936,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,65,7.0,5,69,boiler,mains gas,10407,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,flat,uninsulated,single/partial,end-terrace,flat,69,8.0,3,38,communal,mains gas,26012,social,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,78,7.0,3,53,boiler,mains gas,14275,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,126,8.0,6,66,communal,mains gas,18981,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,139,8.0,6,68,boiler,mains gas,20816,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,134,8.0,5,70,communal,mains gas,18189,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1930-1949,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,70,7.0,4,77,boiler,mains gas,8471,social,1920-1949,1.6,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,66,8.0,3,68,communal,mains gas,10654,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,95,8.0,4,64,boiler,mains gas,16276,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,134,8.0,5,70,communal,mains gas,18189,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,64,8.0,3,69,communal,mains gas,11613,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,117,8.0,4,69,communal,mains gas,20689,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,57,8.0,3,68,communal,mains gas,10076,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,134,8.0,5,70,communal,mains gas,18189,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,122,8.0,7 to 8,76,communal,mains gas,12462,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,134,8.0,5,70,communal,mains gas,18189,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,142,6.0,5,72,boiler,mains gas,16896,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,134,8.0,5,70,communal,mains gas,18189,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,76,7.0,4,67,boiler,mains gas,14267,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,150,8.0,6,35,boiler,mains gas,49545,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,64,8.0,4,69,communal,mains gas,12014,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,90,4.0,3,69,boiler,mains gas,14939,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,120,9.0,4,68,boiler,mains gas,17946,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,flat,uninsulated,single/partial,end-terrace,flat,45,4.0,up to 2,62,boiler,mains gas,11589,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,108,6.0,4,64,boiler,mains gas,21645,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,58,5.0,3,70,boiler,mains gas,10616,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,42,6.0,up to 2,67,boiler,mains gas,10194,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,70,9.0,3,68,boiler,mains gas,14150,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,132,9.0,5,58,boiler,mains gas,26620,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,175,4.0,5,73,boiler,mains gas,19614,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,58,4.0,3,71,boiler,mains gas,10694,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,122,9.0,4,70,boiler,mains gas,16291,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,76,4.0,3,68,boiler,mains gas,14353,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,92,9.0,4,70,boiler,mains gas,13083,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,50,5.0,up to 2,76,boiler,mains gas,6643,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,79,4.0,3,64,boiler,mains gas,14581,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,124,9.0,4,73,boiler,mains gas,16347,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,90,4.0,3,69,boiler,mains gas,14939,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,122,9.0,4,70,boiler,mains gas,16291,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,pitched,insulated,single/partial,end-terrace,flat,50,3.0,up to 2,59,room/storage heaters,electricity,4180,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,4.0,3,68,boiler,mains gas,13765,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,91,6.0,3,58,boiler,mains gas,22338,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,120,9.0,4,68,boiler,mains gas,17946,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,71,4.0,3,67,boiler,mains gas,14452,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,78,4.0,3,58,room/storage heaters,electricity,6558,social,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,80,4.0,3,72,boiler,mains gas,12375,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,51,3.0,up to 2,36,room/storage heaters,electricity,9394,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,4.0,3,68,boiler,mains gas,13765,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,58,5.0,3,70,boiler,mains gas,10616,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,87,9.0,3,70,boiler,mains gas,12721,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,4.0,3,68,boiler,mains gas,13765,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,87,6.0,up to 2,60,boiler,mains gas,21067,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,single/partial,end-terrace,flat,108,6.0,4,47,boiler,mains gas,34470,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,single/partial,end-terrace,flat,87,6.0,3,43,boiler,mains gas,31729,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,74,9.0,3,65,boiler,mains gas,12738,owner-occupied,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,114,9.0,3,50,room/storage heaters,electricity,13151,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,122,9.0,4,70,boiler,mains gas,16291,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,67,4.0,3,45,room/storage heaters,electricity,7141,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,single/partial,end-terrace,flat,42,6.0,up to 2,53,boiler,mains gas,15304,private-rented,pre-1920,1.7,2.3,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,4.0,3,68,boiler,mains gas,13765,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1930-1949,solid,uninsulated,flat,uninsulated,double/triple,end-terrace,flat,99,9.0,4,56,boiler,mains gas,22981,owner-occupied,1920-1949,1.6,1.7,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,42,6.0,up to 2,65,boiler,mains gas,10291,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,pitched,insulated,secondary,end-terrace,flat,150,4.0,7 to 8,71,boiler,mains gas,22424,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,118,9.0,4,52,room/storage heaters,electricity,21610,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,87,6.0,3,60,boiler,mains gas,20331,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,81,6.0,3,65,boiler,mains gas,15601,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,76,4.0,3,68,boiler,mains gas,14353,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,pitched,uninsulated,secondary,mid-terrace,flat,139,3.0,5,67,boiler,mains gas,19800,private-rented,pre-1920,1.7,2.3,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,90,5.0,4,72,boiler,mains gas,13350,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,80,9.0,3,67,boiler,mains gas,13149,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,81,6.0,3,65,boiler,mains gas,15601,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,50,4.0,up to 2,77,boiler,mains gas,6606,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,90,9.0,up to 2,31,room/storage heaters,electricity,13900,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,100,4.0,5,75,boiler,mains gas,12254,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,80,6.0,3,60,boiler,mains gas,20758,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,108,6.0,4,65,boiler,mains gas,21602,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,66,4.0,3,49,room/storage heaters,electricity,5747,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,93,9.0,up to 2,65,communal,mains gas,18596,owner-occupied,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,72,4.0,3,68,boiler,mains gas,13765,private-rented,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1900-1929,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,107,9.0,4,41,room/storage heaters,electricity,6780,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,mid-terrace,flat,65,6.0,3,44,room/storage heaters,electricity,7227,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,101,5.0,4,74,boiler,mains gas,12221,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,87,6.0,3,60,boiler,mains gas,20407,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,double/triple,mid-terrace,flat,95,5.0,3,67,boiler,mains gas,17207,private-rented,pre-1920,1.7,,,2.4
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,mid-terrace,flat,58,4.0,3,71,boiler,mains gas,10694,social,pre-1920,1.7,,,2.82
E05013653,Bloomsbury,residential only,1950-1966,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,122,9.0,4,56,boiler,electricity,7303,owner-occupied,1950-1966,1.0,,,5.75
E05013653,Bloomsbury,mixed use,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,single/partial,end-terrace,flat,49,6.0,up to 2,67,boiler,mains gas,11077,private-rented,pre-1920,1.7,,,5.75
E05013653,Bloomsbury,residential only,pre-1900,solid,uninsulated,another dwelling above,another dwelling above,secondary,end-terrace,flat,78,4.0,3,71,boiler,mains gas,12560,social,pre-1920,1.7,,,2.82
